ID	seqnames	type	start	end	strand	likelyStrand	Parent	length	ORFnumber	nearest_ref_gene	nearest_ref_ensembl_transcriptID	exonNumber	exonHits	exactAnnotated	partialAnnotated	geneID	gene_type	genelevel	gene_name	ensembl_transcriptID	transcript_type	transcript_support_level	LTR/repClass	LTR/repName	LTR/repeatIDs	repClass	repeatIDs	LTRderived	spansRTErepeat	summaryAnnotation
trans8eca666926a0c58b	chr7	transcript	84571994	84576361	*	NA	NA	4368	NA	AC003984.1	ENST00000450977.2	1	1515876	0	1	ENSG00000235139.2	lincRNA	level 2	 AC003984.1	ENST00000450977.2	lincRNA	1	ERVL-MaLR	MLT1J	LTR/ERVL-MaLR|MLT1J|7|84574304|84574679	LTR;LINE	LTR/ERVL-MaLR|MLT1J|7|84574304|84574679;LINE/L2|L2a|7|84575400|84575789	TRUE	TRUE	partial
trans8efe532a05c20022	chr7	transcript	53348285	53361437	*	NA	NA	7860	2	NA	NA	2	1470096;1470099	0	0	NA	NA	NA	NA	NA	NA	NA	ERVL;ERVL-MaLR	LTR16;MLT1B;MSTC;MLT2C1;MLT1G1	LTR/ERVL|LTR16|7|53350037|53350478;LTR/ERVL-MaLR|MLT1B|7|53350760|53351117;LTR/ERVL-MaLR|MSTC|7|53352418|53352832;LTR/ERVL|MLT2C1|7|53353484|53353903;LTR/ERVL-MaLR|MLT1G1|7|53360711|53360911	SINE;LTR;LINE	SINE/MIR|MIRc|7|53348332|53348539;LTR/ERVL|LTR16|7|53350037|53350478;LTR/ERVL-MaLR|MLT1B|7|53350760|53351117;LTR/ERVL-MaLR|MSTC|7|53352418|53352832;LINE/L1|L1MEc|7|53353274|53353462;LTR/ERVL|MLT2C1|7|53353484|53353903;LTR/ERVL-MaLR|MLT1G1|7|53360711|53360911	TRUE	TRUE	unannotated
trans9012343dfdadb995	chr2	transcript	215615303	215624156	*	NA	NA	346	NA	AC012668.2	ENST00000417485.6	2	647637;647680	0	2	ENSG00000235770.5	lincRNA	level 1	 AC012668.2	ENST00000445174.5	lincRNA	2	ERV1;ERVL	LTR12E;LTR50	LTR/ERV1|LTR12E|2|215614979|215615441;LTR/ERVL|LTR50|2|215615442|215615731	LTR	LTR/ERV1|LTR12E|2|215614979|215615441;LTR/ERVL|LTR50|2|215615442|215615731	TRUE	TRUE	partial
trans9080ebea33d46a41	chr6	transcript	25836483	25841203	*	NA	NA	412	NA	NA	NA	2	1247235;1247237	0	0	NA	NA	NA	NA	NA	NA	NA	ERV1;Gypsy?	LTR46~LTR46-int;LTR88b	LTR/ERV1|LTR46~LTR46-int|6|25835824|25838436;LTR/Gypsy?|LTR88b|6|25840657|25841039	LTR	LTR/ERV1|LTR46~LTR46-int|6|25835824|25838436;LTR/Gypsy?|LTR88b|6|25840657|25841039	TRUE	TRUE	unannotated
trans90a518aac5f0d6c1	chr5	transcript	180467237	180483283	*	NA	NA	297	NA	NA	NA	2	1220669;1220710	0	0	NA	NA	NA	NA	NA	NA	NA	ERVL-MaLR	MLT1J2	LTR/ERVL-MaLR|MLT1J2|5|180483155|180483331	LTR	LTR/ERVL-MaLR|MLT1J2|5|180483155|180483331	TRUE	TRUE	unannotated
trans90c39b2dd84b5611	chr12	transcript	15688802	15692278	*	NA	NA	380	NA	EPS8	ENST00000543523.5	3	2344326;2344328;2344331	0	0	NA	NA	NA	 EPS8	NA	NA	NA	ERV1	LTR1A2	LTR/ERV1|LTR1A2|12|15688314|15689073	LTR;LINE	LTR/ERV1|LTR1A2|12|15688314|15689073;LINE/L1|HAL1|12|15691716|15693680	TRUE	TRUE	unannotated
trans90fe87ed60d8122f	chr19	transcript	28610958	28611937	*	NA	NA	259	NA	AC079466.1	ENST00000587961.1	2	3452061;3452065	0	2	ENSG00000266976.1	lincRNA	level 2	 AC079466.1	ENST00000587961.1	lincRNA	2	ERV1	HERVE-int~LTR2	LTR/ERV1|HERVE-int~LTR2|19|28606445|28615273	LTR	LTR/ERV1|HERVE-int~LTR2|19|28606445|28615273	TRUE	TRUE	partial
trans91251fba821fdfaa	chr3	transcript	196322991	196328107	*	NA	NA	204	NA	TM4SF19-AS1	ENST00000452051.1	3	909902;909937;909968	0	1	ENSG00000235897.1	antisense	level 1	 TM4SF19-AS1	ENST00000452051.1	antisense	2	ERVL-MaLR	MLT1B	LTR/ERVL-MaLR|MLT1B|3|196322991|196323069	LTR;SINE	LTR/ERVL-MaLR|MLT1B|3|196322991|196323069;SINE/MIR|MIRc|3|196323090|196323105;SINE/Alu|AluJr|3|196323106|196323400;SINE/Alu|AluSg|3|196328020|196328316	TRUE	TRUE	partial
trans91da794c560fd374	chrX	transcript	153076478	153077516	*	NA	NA	711	1	PNMA6B	ENST00000538162.3	2	3926825;3926826	0	1	ENSG00000268883.2	unprocessed_pseudogene	level 2	 PNMA6B	ENST00000538162.3	unprocessed_pseudogene	NA	Gypsy	MamGyp-int	LTR/Gypsy|MamGyp-int|X|153076012|153076969	LTR	LTR/Gypsy|MamGyp-int|X|153076012|153076969	TRUE	TRUE	partial
trans92c3bf031b73e530	chr5	transcript	1440375	1441380	*	NA	NA	1006	NA	SLC6A3	ENST00000270349.11	1	1068261	0	1	NA	NA	NA	 SLC6A3	NA	NA	NA	ERVL-MaLR	MLT1B	LTR/ERVL-MaLR|MLT1B|5|1440525|1440922	LTR	LTR/ERVL-MaLR|MLT1B|5|1440525|1440922	TRUE	TRUE	partial
trans935924bbb30476bb	chr6	transcript	36352302	36388668	-	-	NA	4421	3	RP1-50J22.4	ENST00000411643.1	8	1289617;1289654;1289665;1289681;1289695;1289706;1289731;1289762	6	8	ENSG00000010030.13	protein_coding	level 2;level 3	 RP1-50J22.4	ENST00000339796.9;ENST00000373738.4;ENST00000538992.3;ENST00000615781.4;ENST00000620358.4	protein_coding	1;2	ERV1;ERVL-MaLR	MER41D;THE1B	LTR/ERV1|MER41D|6|36353014|36353561;LTR/ERVL-MaLR|THE1B|6|36353628|36354005	SINE;LINE;LTR	SINE/Alu|AluSz6|6|36352063|36352333;LINE/L1|L1MB7|6|36352334|36353013;LTR/ERV1|MER41D|6|36353014|36353561;LINE/L1|L1MB7|6|36353562|36353627;LTR/ERVL-MaLR|THE1B|6|36353628|36354005;LINE/L1|L1MB7|6|36354006|36355385;LINE/L1|L1ME4b|6|36388525|36388645;SINE/Alu|AluJb|6|36388647|36388916	TRUE	TRUE	partial
trans938724c525008d0e	chr1	transcript	121087250	121097236	+	+	NA	2420	2	FCGR1B	ENST00000616817.4	6	218800;218807;218821;218840;218867;218878	3	6	ENSG00000198019.12	protein_coding	level 2;level 3	 FCGR1B	ENST00000369384.8;ENST00000616817.4;ENST00000623603.3	protein_coding	1;5	NA	Eutr18	LTR?|Eutr18|1|121096879|121097141	LTR	LTR?|Eutr18|1|121096879|121097141	TRUE	TRUE	partial
trans946482a649bf2aca	chr5	transcript	71280539	71281365	*	NA	NA	827	NA	NA	NA	1	1119361	0	0	NA	NA	NA	NA	NA	NA	NA	ERVL-MaLR	MLT1J1-int	LTR/ERVL-MaLR|MLT1J1-int|5|71280466|71281207	LTR;SINE	LTR/ERVL-MaLR|MLT1J1-int|5|71280466|71281207;SINE/Alu|AluSc8|5|71281233|71281375	TRUE	TRUE	unannotated
trans95edf4467cfda792	chr15	transcript	45376799	45399777	*	NA	NA	500	NA	GATM-AS1	ENST00000617932.1	4	2769340;2769357;2769380;2769392	0	1	ENSG00000171766.15	protein_coding	level 2	 GATM-AS1	ENST00000396659.7	protein_coding	1	ERVL-MaLR	MLT1A0	LTR/ERVL-MaLR|MLT1A0|15|45399320|45399675	LINE;LTR	LINE/L2|L2a|15|45396914|45397076;LTR/ERVL-MaLR|MLT1A0|15|45399320|45399675	TRUE	TRUE	partial
trans965ac5ffc7f3adf7	chr7	transcript	156030335	156034585	*	NA	NA	730	NA	NA	NA	2	1614179;1614182	0	0	NA	NA	NA	NA	NA	NA	NA	Gypsy;ERVL-MaLR	MamGypLTR1c;MSTA	LTR/Gypsy|MamGypLTR1c|7|156029868|156030596;LTR/ERVL-MaLR|MSTA|7|156034373|156034737	LTR	LTR/Gypsy|MamGypLTR1c|7|156029868|156030596;LTR/ERVL-MaLR|MSTA|7|156034373|156034737	TRUE	TRUE	unannotated
trans97a79e9a8bf9e75b	chr1	transcript	206055428	206061896	*	NA	NA	1373	NA	C1orf186	ENST00000331555.9	4	345148;345160;345166;345170	0	0	NA	NA	NA	 C1orf186	NA	NA	NA	ERV1	Harlequin-int~LTR2B	LTR/ERV1|Harlequin-int~LTR2B|1|206054886|206058912	LTR	LTR/ERV1|Harlequin-int~LTR2B|1|206054886|206058912	TRUE	TRUE	unannotated
trans97b43a13b86aac49	chr12	transcript	47205898	47236658	-	-	NA	2684	2	PCED1B	ENST00000546455.5	7	2370187;2370199;2370215;2370229;2370255;2370265;2370344	5	6	ENSG00000247774.6	processed_transcript	level 2	 PCED1B	ENST00000547626.5;ENST00000550426.5;ENST00000552269.5;ENST00000552975.5	lincRNA	2;5	ERV1	LTR8	LTR/ERV1|LTR8|12|47205794|47206481	LTR;SINE	LTR/ERV1|LTR8|12|47205794|47206481;SINE/Alu|AluSx1|12|47209275|47209504;SINE/Alu|AluSx|12|47210484|47210786	TRUE	TRUE	partial
trans97b9302c4eb03149	chr16	transcript	66948918	66952872	*	NA	NA	255	NA	RP11-361L15.4	ENST00000566869.1	3	2996299;2996303;2996307	0	0	NA	NA	NA	 RP11-361L15.4	NA	NA	NA	ERVL-MaLR	MLT1A0	LTR/ERVL-MaLR|MLT1A0|16|66952758|66953062	LINE;LTR	LINE/L1|L1MC5|16|66950607|66950987;LTR/ERVL-MaLR|MLT1A0|16|66952758|66953062	TRUE	TRUE	unannotated
trans97c5ec873302a7bb	chr19	transcript	52760703	52760996	*	NA	NA	263	NA	NA	NA	2	3540148;3540149	0	0	NA	NA	NA	NA	NA	NA	NA	ERV1	LTR7B	LTR/ERV1|LTR7B|19|52760538|52760999	LTR	LTR/ERV1|LTR7B|19|52760538|52760999	TRUE	TRUE	unannotated
trans98194b6a7d4be2f5	chrUn_GL000214v1	transcript	47638	55595	*	NA	NA	4438	1	NA	NA	3	3964682;3964708;3964731	0	0	NA	NA	NA	NA	NA	NA	NA	ERV1	MER52A;MER57A1	LTR/ERV1|MER52A|GL000214.1|46984|48245;LTR/ERV1|MER57A1|GL000214.1|48386|48861	LTR;SINE;LINE	LTR/ERV1|MER52A|GL000214.1|46984|48245;LTR/ERV1|MER57A1|GL000214.1|48386|48861;SINE/Alu|AluSp|GL000214.1|49263|49567;LINE/L1|L1MC4|GL000214.1|49758|50135;SINE/Alu|AluJr|GL000214.1|54261|54553;LINE/L1|L1MA5|GL000214.1|54666|55793	TRUE	TRUE	unannotated
trans986915703fa254c2	chrUn_GL000214v1	transcript	33249	51229	*	NA	NA	1496	NA	NA	NA	2	3964596;3964699	0	0	NA	NA	NA	NA	NA	NA	NA	ERV1	LTR6A;MER57-int~MER57A1	LTR/ERV1|LTR6A|GL000214.1|33458|34020;LTR/ERV1|MER57-int~MER57A1|GL000214.1|34105|34876	LINE;LTR	LINE/RTE-X|L4_B_Mam|GL000214.1|32641|33343;LTR/ERV1|LTR6A|GL000214.1|33458|34020;LTR/ERV1|MER57-int~MER57A1|GL000214.1|34105|34876	TRUE	TRUE	unannotated
trans98a3484bd7e27b22	chr6	transcript	131650472	131651007	*	NA	NA	536	NA	ENPP3	ENST00000414305.5	1	1368498	0	0	NA	NA	NA	 ENPP3	NA	NA	NA	ERVL-MaLR	MLT1C	LTR/ERVL-MaLR|MLT1C|6|131650552|131650912	SINE;LTR	SINE/Alu|AluJr|6|131650214|131650520;LTR/ERVL-MaLR|MLT1C|6|131650552|131650912;SINE/Alu|AluSz|6|131650922|131651219	TRUE	TRUE	unannotated
trans991e63808b82ab1c	chr2	transcript	69814777	69816121	*	NA	NA	300	NA	ANXA4	ENST00000394295.5	2	482830;482834	0	1	ENSG00000196975.15	protein_coding	level 2	 ANXA4	ENST00000409920.5	protein_coding	1	ERVL	MLT2B4	LTR/ERVL|MLT2B4|2|69814677|69815219	LTR	LTR/ERVL|MLT2B4|2|69814677|69815219	TRUE	TRUE	partial
trans993d580434770915	chr5	transcript	148268781	148286254	+	+	NA	632	NA	SPINK13	ENST00000398450.4	5	1184721;1184728;1184737;1184745;1184764	4	5	ENSG00000214510.9	protein_coding	level 2	 SPINK13	ENST00000511106.5;ENST00000512953.5	protein_coding	1;2	ERVL	LTR79	LTR/ERVL|LTR79|5|148286111|148286608	LTR	LTR/ERVL|LTR79|5|148286111|148286608	TRUE	TRUE	partial
trans996c17b9912b02e8	chr1	transcript	155629546	155631556	*	NA	NA	1996	1	RP11-29H23.5	ENST00000500626.2	2	276333;276334	0	0	NA	NA	NA	 RP11-29H23.5	NA	NA	NA	ERVK	HERVK-int	LTR/ERVK|HERVK-int|1|155629344|155634870	LTR	LTR/ERVK|HERVK-int|1|155629344|155634870	TRUE	TRUE	unannotated
trans99cf94a5335f84ab	chr2	transcript	34789896	34795929	*	NA	NA	209	NA	NA	NA	2	443592;443602	0	0	NA	NA	NA	NA	NA	NA	NA	ERV1	HERVH-int~LTR7	LTR/ERV1|HERVH-int~LTR7|2|34789819|34796056	LTR	LTR/ERV1|HERVH-int~LTR7|2|34789819|34796056	TRUE	TRUE	unannotated
trans9a4e403ebf0a07a3	chr7	transcript	91493394	91515341	+	+	NA	447	NA	RP11-115N4.1	ENST00000418395.1	5	1519698;1519712;1519731;1519742;1519746	2	3	ENSG00000243144.6	lincRNA	level 2	 RP11-115N4.1	ENST00000418395.1	lincRNA	3	ERVL-MaLR	MSTA;MLT1J2	LTR/ERVL-MaLR|MSTA|7|91496311|91496683;LTR/ERVL-MaLR|MLT1J2|7|91513722|91514258	LINE;LTR	LINE/L1|L1ME3A|7|91493477|91494457;LTR/ERVL-MaLR|MSTA|7|91496311|91496683;LTR/ERVL-MaLR|MLT1J2|7|91513722|91514258	TRUE	TRUE	partial
trans9aa592d02e7be3d2	chr12	transcript	26211320	26326425	*	NA	NA	394	NA	RP11-513G19.1	ENST00000535324.1	2	2351430;2351549	0	2	ENSG00000256234.1	antisense	level 2	 RP11-513G19.1	ENST00000540392.1	antisense	3	ERVL-MaLR	MLT1A	LTR/ERVL-MaLR|MLT1A|12|26326310|26326656	LTR	LTR/ERVL-MaLR|MLT1A|12|26326310|26326656	TRUE	TRUE	partial
trans9b8773579ac26887	chr1	transcript	143401165	143420142	*	NA	NA	686	NA	CH17-13I23.3	ENST00000622095.1	2	221947;222080	0	1	ENSG00000277702.1	unprocessed_pseudogene	level 2	 CH17-13I23.3	ENST00000622095.1	unprocessed_pseudogene	NA	ERVL-MaLR	MLT1J2	LTR/ERVL-MaLR|MLT1J2|1|143401462|143401793	LINE;LTR	LINE/L1|L1MC4|1|143400175|143401402;LTR/ERVL-MaLR|MLT1J2|1|143401462|143401793	TRUE	TRUE	partial
trans9bce430b2a43f600	chr17	transcript	30992273	30999625	*	NA	NA	307	NA	RNF135	ENST00000535306.6	2	3136738;3136802	0	1	ENSG00000181481.13	protein_coding	level 2	 RNF135	ENST00000328381.9	protein_coding	1	ERVL	MER77	LTR/ERVL|MER77|17|30999459|30999978	SINE;LTR	SINE/Alu|AluJo|17|30992242|30992367;SINE/Alu|AluJr|17|30999286|30999413;LTR/ERVL|MER77|17|30999459|30999978	TRUE	TRUE	partial
trans9bf6da7d0e1ebc82	chr16	transcript	47055855	47081660	*	NA	NA	2570	NA	NETO2	ENST00000562435.5	3	2974081;2974086;2974107	0	1	ENSG00000171208.9	protein_coding	level 2	 NETO2	ENST00000562435.5	protein_coding	1	ERV1;ERVL-MaLR;ERVL	MER52C;MLT1A0;LTR16A	LTR/ERV1|MER52C|16|47054693|47055871;LTR/ERVL-MaLR|MLT1A0|16|47063078|47063310;LTR/ERVL|LTR16A|16|47063386|47063679	LTR;SINE	LTR/ERV1|MER52C|16|47054693|47055871;LTR/ERVL-MaLR|MLT1A0|16|47063078|47063310;LTR/ERVL|LTR16A|16|47063386|47063679;SINE/Alu|AluYc|16|47063697|47063785;SINE/Alu|AluY|16|47079314|47079608	TRUE	TRUE	partial
trans9c255a5b71a41313	chr6	transcript	31463180	31511117	*	NA	NA	3229	1	HCP5	ENST00000414046.2	3	1263092;1263095;1263259	0	3	ENSG00000204516.9;ENSG00000206337.10	protein_coding;sense_overlapping	level 2	 HCP5	ENST00000399150.7;ENST00000414046.2	protein_coding;sense_overlapping	1;4	ERVL	ERVL-E-int	LTR/ERVL|ERVL-E-int|6|31464933|31465921	LTR;SINE	LTR/ERVL|ERVL-E-int|6|31464933|31465921;SINE/Alu|AluSp|6|31465927|31466225;SINE/Alu|AluSz6|6|31510538|31510845	TRUE	TRUE	partial
trans9caf45508d165ddf	chr4	transcript	78649606	78681368	*	NA	NA	712	NA	NA	NA	2	990019;990040	0	2	ENSG00000251442.5	lincRNA	level 2	NA	ENST00000504675.5	lincRNA	2	ERVL-MaLR;Gypsy	MLT1J;MamGypLTR1a	LTR/ERVL-MaLR|MLT1J|4|78680662|78681055;LTR/Gypsy|MamGypLTR1a|4|78681102|78681338	LTR	LTR/ERVL-MaLR|MLT1J|4|78680662|78681055;LTR/Gypsy|MamGypLTR1a|4|78681102|78681338	TRUE	TRUE	partial
trans9d6bbad1e074899c	chr12	transcript	9853062	10117470	-	-	NA	1678	1	CLEC9A	ENST00000355819.5	13	2336957;2336968;2336978;2336989;2336993;2337074;2337163;2337182;2337264;2337288;2337311;2337313;2337327	1	6	ENSG00000110852.4;ENSG00000172243.17	protein_coding	level 2	 CLEC9A	ENST00000228438.2;ENST00000353231.9	protein_coding	1	NA	MamRep605b	LTR?|MamRep605b|12|10062174|10062412	LTR;SINE	LTR?|MamRep605b|12|10062174|10062412;SINE/Alu|AluSx3|12|10072797|10073095;SINE/Alu|AluSx3|12|10104165|10104298;SINE/Alu|AluSz6|12|10109766|10110067;SINE/Alu|AluSp|12|10117248|10117551	TRUE	TRUE	partial
trans9e3ed2599e6162ea	chr12	transcript	47205899	47209425	-	-	NA	316	NA	PCED1B-AS1	ENST00000552990.5	2	2370189;2370212	1	2	ENSG00000247774.6	processed_transcript	level 2	 PCED1B-AS1	ENST00000551432.5;ENST00000552269.5	lincRNA	2;5	ERV1	LTR8	LTR/ERV1|LTR8|12|47205794|47206481	LTR;SINE	LTR/ERV1|LTR8|12|47205794|47206481;SINE/Alu|AluSx1|12|47209275|47209504	TRUE	TRUE	partial
trans9e56660b2a614c8b	chr13	transcript	22898529	22902387	*	NA	NA	3859	2	LINC00621	ENST00000577004.1	1	2527116	0	0	NA	NA	NA	 LINC00621	NA	NA	NA	ERV1	MER4-int;LTR12E	LTR/ERV1|MER4-int|13|22898530|22899526;LTR/ERV1|LTR12E|13|22899723|22900969;LTR/ERV1|MER4-int|13|22900970|22902390	LTR	LTR/ERV1|MER4-int|13|22898530|22899526;LTR/ERV1|LTR12E|13|22899723|22900969;LTR/ERV1|MER4-int|13|22900970|22902390	TRUE	TRUE	unannotated
trans9e7c071ffeff2b0a	chrX	transcript	74266244	74268789	*	NA	NA	2546	NA	FTX	ENST00000602812.5	1	3883521	0	0	NA	NA	NA	 FTX	NA	NA	NA	ERVL-MaLR	MLT1M	LTR/ERVL-MaLR|MLT1M|X|74268528|74268703	SINE;LTR	SINE/Alu|FLAM_C|X|74266234|74266352;SINE/Alu|AluSz6|X|74266354|74266511;LTR/ERVL-MaLR|MLT1M|X|74268528|74268703;SINE/Alu|AluSx1|X|74268736|74269032	TRUE	TRUE	unannotated
trans9ed303702b875ae1	chr6	transcript	44059748	44074750	*	NA	NA	499	NA	RP5-1120P11.3	ENST00000455005.1	2	1308554;1308567	0	1	ENSG00000231881.1	lincRNA	level 2	 RP5-1120P11.3	ENST00000455005.1	lincRNA	1	ERVL-MaLR	MLT1J	LTR/ERVL-MaLR|MLT1J|6|44059737|44060103	LTR	LTR/ERVL-MaLR|MLT1J|6|44059737|44060103	TRUE	TRUE	partial
trans9f08bbf977fac0b5	chr4	transcript	78645768	78685133	+	+	NA	4978	1	LINC01094	ENST00000504675.5	3	990010;990018;990049	1	3	ENSG00000251442.5	lincRNA	level 2	 LINC01094	ENST00000504675.5;ENST00000514130.5	lincRNA	2;4	ERVL-MaLR;Gypsy	MLT1J;MamGypLTR1a	LTR/ERVL-MaLR|MLT1J|4|78680662|78681055;LTR/Gypsy|MamGypLTR1a|4|78681102|78681338	LINE;LTR;SINE	LINE/L2|L2d|4|78645630|78645901;LTR/ERVL-MaLR|MLT1J|4|78680662|78681055;LTR/Gypsy|MamGypLTR1a|4|78681102|78681338;SINE/Alu|AluJb|4|78682415|78682724;LINE/L1|L1ME4b|4|78683316|78683820;LINE/L2|L2b|4|78684137|78684388;LINE/L2|L2b|4|78684605|78684884	TRUE	TRUE	partial
trans9f46f0481c548d66	chr1	transcript	46331759	46332475	*	NA	NA	717	NA	NA	NA	1	136266	0	0	NA	NA	NA	NA	NA	NA	NA	ERV1	Harlequin-int~LTR2B	LTR/ERV1|Harlequin-int~LTR2B|1|46331236|46332557	LTR	LTR/ERV1|Harlequin-int~LTR2B|1|46331236|46332557	TRUE	TRUE	unannotated
trans9f52ecb3ef949484	chr1	transcript	143382293	143424634	-	-	NA	734	NA	CH17-333M13.1	ENST00000615738.1	3	221907;222085;222101	1	1	ENSG00000277702.1	unprocessed_pseudogene	level 2	 CH17-333M13.1	ENST00000622095.1	unprocessed_pseudogene	NA	ERVL-MaLR	MLT1H1	LTR/ERVL-MaLR|MLT1H1|1|143382425|143382936	LINE;LTR	LINE/L2|L2b|1|143382214|143382424;LTR/ERVL-MaLR|MLT1H1|1|143382425|143382936	TRUE	TRUE	partial
transa0083d08d2c0aeb5	chr19	transcript	54662411	54668141	+	+	NA	1818	1	LILRB4	ENST00000391736.5	13	3548057;3548065;3548067;3548077;3548086;3548091;3548097;3548110;3548117;3548124;3548130;3548145;3548153	11	13	ENSG00000186818.12	protein_coding	level 2	 LILRB4	ENST00000391736.5;ENST00000430952.6	protein_coding	1;5	ERVL-MaLR	MLT1D	LTR/ERVL-MaLR|MLT1D|19|54662132|54662619	LTR	LTR/ERVL-MaLR|MLT1D|19|54662132|54662619	TRUE	TRUE	partial
transa12a37f98f7e7f5a	chr12	transcript	68424282	68442273	-	-	NA	612	NA	RP11-81H14.2	ENST00000441255.6	3	2428036;2428084;2428137	1	2	ENSG00000251301.6	lincRNA	level 2	 RP11-81H14.2	ENST00000441255.6;ENST00000546086.1	lincRNA	3;4	ERVL-MaLR	THE1A	LTR/ERVL-MaLR|THE1A|12|68441989|68442338	SINE;LINE;LTR	SINE/Alu|AluYk2|12|68424138|68424392;LINE/L2|L2a|12|68424396|68424729;SINE/MIR|MIRc|12|68433145|68433340;LTR/ERVL-MaLR|THE1A|12|68441989|68442338	TRUE	TRUE	partial
transa1fca8085ef2fcea	chr1	transcript	111215217	111243438	+	+	NA	1582	1	CHI3L2	ENST00000445067.6	12	200429;200445;200453;200458;200464;200481;200489;200494;200501;200512;200516;200523	10	11	ENSG00000064886.13	protein_coding	level 2;level 3	 CHI3L2	ENST00000369748.8;ENST00000445067.6;ENST00000466741.5	protein_coding	1;5	ERV1	MER4B	LTR/ERV1|MER4B|1|111215037|111215621	LTR	LTR/ERV1|MER4B|1|111215037|111215621	TRUE	TRUE	partial
transa20829bafe197484	chr6	transcript	47877421	48111276	-	-	NA	3225	1	PTCHD4	ENST00000339488.8	3	1312571;1312591;1312648	1	2	ENSG00000244694.7	protein_coding	level 2	 PTCHD4	ENST00000339488.8	protein_coding	2	ERVL	LTR33	LTR/ERVL|LTR33|6|48110974|48111363	LTR	LTR/ERVL|LTR33|6|48110974|48111363	TRUE	TRUE	partial
transa29ed9225cd09b69	chr6	transcript	132681905	132687722	-	-	NA	2862	2	VNN1	ENST00000367928.4	4	1369221;1369229;1369234;1369238	1	2	ENSG00000112299.7	protein_coding	level 2	 VNN1	ENST00000367928.4	protein_coding	1	ERVL-MaLR	MLT1B	LTR/ERVL-MaLR|MLT1B|6|132682335|132682693	LTR;LINE	LTR/ERVL-MaLR|MLT1B|6|132682335|132682693;LINE/L1|HAL1|6|132686519|132687548;LINE/L1|HAL1|6|132687567|132687935	TRUE	TRUE	partial
transa307e4f6401f3c0c	chr1	transcript	206052526	206058712	*	NA	NA	286	NA	C1orf186	ENST00000331555.9	4	345136;345149;345153;345156	0	0	NA	NA	NA	 C1orf186	NA	NA	NA	ERV1	LTR2B;Harlequin-int~LTR2B	LTR/ERV1|LTR2B|1|206052519|206053000;LTR/ERV1|Harlequin-int~LTR2B|1|206054886|206058912	LTR	LTR/ERV1|LTR2B|1|206052519|206053000;LTR/ERV1|Harlequin-int~LTR2B|1|206054886|206058912	TRUE	TRUE	unannotated
transa363a1bb8da8e427	chr11	transcript	69370373	69372760	*	NA	NA	2388	1	RP11-211G23.2	ENST00000561588.2	1	2228832	0	1	ENSG00000260877.2	lincRNA	level 2	 RP11-211G23.2	ENST00000561588.2	lincRNA	3	ERVL-MaLR	MLT1C2	LTR/ERVL-MaLR|MLT1C2|11|69370521|69370960	SINE;LTR;LINE	SINE/Alu|AluJr|11|69370382|69370478;LTR/ERVL-MaLR|MLT1C2|11|69370521|69370960;SINE/MIR|MIR|11|69371548|69371670;LINE/L2|L2a|11|69372687|69373363	TRUE	TRUE	partial
transa3bf20e4ce7f371f	chr4	transcript	76033292	76050199	-	-	NA	2262	NA	CXCL11	ENST00000503860.1	6	986898;986902;986906;986913;986937;986942	3	4	ENSG00000169248.12	protein_coding	level 1;level 2	 CXCL11	ENST00000306621.7;ENST00000503860.1	protein_coding	1;3	ERVL-MaLR;ERV1	MLT1N2;HERV9NC-int~LTR12E;LTR12E	LTR/ERVL-MaLR|MLT1N2|4|76033093|76033323;LTR/ERV1|HERV9NC-int~LTR12E|4|76042532|76049913;LTR/ERV1|LTR12E|4|76049914|76051220	LTR	LTR/ERVL-MaLR|MLT1N2|4|76033093|76033323;LTR/ERV1|HERV9NC-int~LTR12E|4|76042532|76049913;LTR/ERV1|LTR12E|4|76049914|76051220	TRUE	TRUE	partial
transa3c360d2d43d268b	chr7	transcript	7107743	7109436	*	NA	NA	1694	NA	NA	NA	1	1426019	0	0	NA	NA	NA	NA	NA	NA	NA	ERV1	MER4-int~MER4A1	LTR/ERV1|MER4-int~MER4A1|7|7104905|7110650	LTR	LTR/ERV1|MER4-int~MER4A1|7|7104905|7110650	TRUE	TRUE	unannotated
transa3c4cea0568e1d01	chr12	transcript	68431857	68442255	-	-	NA	891	NA	RP11-81H14.2	ENST00000441255.6	5	2428056;2428085;2428099;2428107;2428134	1	3	ENSG00000251301.6	lincRNA	level 2	 RP11-81H14.2	ENST00000360485.3;ENST00000441255.6;ENST00000546086.1	lincRNA	3;4;5	ERVL-MaLR	MLT1F;THE1A	LTR/ERVL-MaLR|MLT1F|12|68434964|68435449;LTR/ERVL-MaLR|THE1A|12|68441989|68442338	SINE;LTR	SINE/MIR|MIRc|12|68433145|68433340;LTR/ERVL-MaLR|MLT1F|12|68434964|68435449;LTR/ERVL-MaLR|THE1A|12|68441989|68442338	TRUE	TRUE	partial
transa408dc79ea9340ca	chr13	transcript	22886984	22889791	*	NA	NA	1609	1	NA	NA	2	2527089;2527091	0	0	NA	NA	NA	NA	NA	NA	NA	ERV1	Harlequin-int~LTR2B	LTR/ERV1|Harlequin-int~LTR2B|13|22883560|22889835	LTR	LTR/ERV1|Harlequin-int~LTR2B|13|22883560|22889835	TRUE	TRUE	unannotated
